gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,1,0.5416666666666666,1,1,1,0,1,1,1,0,0,1,1,2,0.7094527363184079,0.39875951996307407,1
0,0,1,1,0.15277777777777776,1,0,2,0,0,0,0,0,0,2,0,1,0.026368159203980085,0.021174705746595895,0
1,0,0,0,0.09722222222222221,1,0,2,0,0,0,0,0,0,0,1,3,0.01691542288557213,0.014851142395568888,0
0,0,0,0,0.041666666666666664,1,1,2,0,0,0,0,0,0,0,0,3,0.06318407960199005,0.007794830371567043,0
1,0,0,0,0.1111111111111111,1,0,0,1,0,1,0,0,1,0,1,2,0.482089552238806,0.06464343411031619,0
1,0,0,1,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,3,0.011940298507462671,7.500576967459007e-05,1
1,0,1,1,0.4444444444444444,1,0,1,1,1,1,0,0,1,1,0,3,0.7616915422885572,0.3591910916224325,0
1,0,1,1,0.8333333333333333,1,0,0,1,1,1,1,0,0,1,1,0,0.47363184079601983,0.4511308562197092,0
0,0,1,0,0.1388888888888889,1,0,2,0,0,0,0,0,0,0,1,0,0.01691542288557213,0.01949573044080314,0
0,0,1,0,0.986111111111111,1,1,2,0,0,0,0,0,0,2,1,0,0.06368159203980098,0.19517078236787447,0
0,0,1,1,0.05555555555555555,1,0,2,0,0,0,0,0,0,0,0,3,0.020895522388059695,0.006640895453496423,1
0,1,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5074626865671642,0.0058216016616662826,1
0,0,1,1,0.5972222222222222,0,0,0,1,1,0,1,1,0,1,1,0,0.32835820895522383,0.24611123932610202,0
1,0,1,0,0.8194444444444444,1,1,1,0,0,1,0,1,1,1,1,0,0.808457711442786,0.6857027463651051,1
0,0,1,0,0.3194444444444444,1,0,0,0,0,1,1,0,0,0,0,2,0.35820895522388063,0.13878952227094393,0
0,0,1,0,1.0,1,0,2,0,0,0,0,0,0,2,0,0,0.011442786069651711,0.1705111931687053,0
1,0,1,0,0.3055555555555555,1,0,0,1,0,0,1,0,0,1,1,1,0.37810945273631835,0.14694207246711286,0
0,0,0,0,0.013888888888888888,0,0,0,0,0,0,0,0,0,0,1,3,0.06865671641791044,0.0007327486729748439,0
1,0,0,0,0.9583333333333333,1,1,2,0,0,0,0,0,0,2,0,0,0.056716417910447736,0.1955111931687053,0
1,0,0,0,0.6944444444444444,0,0,0,1,0,0,1,0,0,1,1,3,0.1706467661691542,0.19964228017539812,0
0,1,0,0,0.013888888888888888,0,0,0,0,0,0,0,0,0,0,1,2,0.06915422885572137,0.0007385183475651972,1
1,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,0,0,1,3,0.26616915422885573,0.008960304638818372,1
0,0,1,0,0.20833333333333331,1,0,1,0,1,0,0,0,0,0,0,0,0.5681592039800994,0.1264424186475883,0
1,0,0,0,0.4305555555555555,1,0,2,0,0,0,0,0,0,2,0,0,0.021393034825870627,0.06811677821370876,0
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.018905472636815884,0.00015578121393953342,1
1,0,1,0,0.9166666666666666,1,1,1,0,1,1,0,1,1,0,1,1,0.86318407960199,0.8209612277867528,1
0,0,1,1,0.0,0,0,0,1,1,1,1,1,0,2,0,1,0.3761194029850746,0.004298407569813062,0
1,0,0,1,0.041666666666666664,1,0,0,0,0,0,0,1,0,0,1,1,0.36268656716417913,0.0173840295407339,1
0,0,0,0,0.1111111111111111,1,0,2,0,0,0,0,0,0,2,0,3,0.01741293532338306,0.014170320793907221,0
1,0,1,1,0.8888888888888888,1,0,0,1,0,1,0,1,1,1,1,1,0.545273631840796,0.5388702977152088,0
0,0,1,0,0.38888888888888884,1,0,2,0,0,0,0,0,0,0,0,3,0.02238805970149252,0.06280290791599354,0
0,0,1,0,0.7916666666666666,1,1,1,0,0,1,0,1,1,1,1,1,0.8208955223880597,0.6884606508192938,0
0,0,1,1,0.19444444444444442,1,1,1,0,0,1,0,0,1,0,1,2,0.6865671641791045,0.14306485114239556,1
1,0,0,0,0.2638888888888889,1,0,2,0,0,0,0,0,0,2,1,3,0.01691542288557213,0.04093007154396493,0
1,0,1,0,0.1388888888888889,1,0,1,0,0,0,0,1,0,0,1,2,0.6139303482587065,0.09674590353104086,1
0,0,1,0,0.7083333333333333,0,0,0,0,1,0,0,1,1,0,1,2,0.3124378109452736,0.2924705746595892,0
0,0,1,0,0.9305555555555555,1,1,0,1,1,1,0,0,0,2,0,3,0.4716417910447761,0.4966593584121856,0
1,0,1,1,0.15277777777777776,1,0,2,0,0,0,0,0,0,0,1,2,0.021890547263681587,0.026771290099238405,0
1,0,1,1,1.0,0,0,0,1,0,1,1,1,1,2,0,0,0.4248756218905473,0.522761366258943,0
1,0,1,1,0.9166666666666666,1,0,2,0,0,0,0,0,0,1,1,2,0.020895522388059695,0.15470805446572813,0
0,0,0,0,0.25,1,1,1,0,0,0,1,1,0,0,1,2,0.6975124378109452,0.1869951534733441,1
0,0,0,0,0.125,1,0,2,0,0,0,0,0,0,0,1,2,0.01243781094527363,0.018468728363720287,0
0,0,0,0,0.125,1,1,1,0,0,0,0,0,0,0,1,1,0.5666666666666667,0.07097276713593355,0
1,0,1,0,0.6666666666666666,1,1,1,1,1,1,0,1,1,0,1,0,0.927363184079602,0.6111585506577429,0
1,0,0,0,0.1388888888888889,1,0,1,0,0,0,0,0,0,0,0,3,0.5164179104477612,0.0827025155781214,0
0,0,0,0,0.125,1,1,1,0,0,0,0,1,1,0,1,2,0.7611940298507462,0.10051927071313178,1
0,1,0,0,0.18055555555555555,1,1,1,0,0,0,0,1,1,0,1,2,0.7641791044776118,0.14668820678513733,1
1,0,0,0,0.05555555555555555,1,1,1,0,1,0,0,0,0,0,0,2,0.5990049751243781,0.03591622432494808,1
1,0,0,0,0.05555555555555555,1,0,1,0,0,0,0,0,0,0,1,2,0.5169154228855721,0.025288483729517655,1
0,0,1,0,1.0,1,1,0,1,1,1,1,1,1,2,0,0,0.7338308457711442,0.7449342257096699,0
0,0,1,1,0.7083333333333333,1,0,0,1,1,1,1,1,1,2,0,1,0.6691542288557214,0.5080948534502654,0
1,0,1,0,0.8194444444444444,0,0,0,0,1,0,0,0,1,0,1,0,0.226865671641791,0.2808562197092084,1
1,0,1,0,0.1388888888888889,1,1,1,0,0,0,0,1,0,0,1,2,0.6701492537313432,0.09174359566120471,1
1,1,1,0,0.8472222222222222,1,1,1,0,1,0,0,0,0,0,1,2,0.6358208955223881,0.5638183706438957,0
1,0,0,0,0.75,1,0,1,1,0,1,1,0,0,1,0,2,0.6582089552238807,0.515260789291484,0
0,0,0,0,0.4583333333333333,1,1,0,1,1,0,0,0,0,0,1,3,0.42437810945273624,0.23252365566582045,0
0,0,0,0,0.375,1,0,2,0,0,0,0,0,0,2,1,0,0.019900497512437804,0.059935379644588054,0
0,1,0,0,0.013888888888888888,1,0,1,0,0,0,0,1,0,0,1,2,0.6064676616915423,0.006969766905146549,1
1,0,0,0,0.3194444444444444,1,0,1,0,1,0,0,1,1,0,0,3,0.7666666666666666,0.25087699053773366,0
1,0,0,1,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.015920398009950265,0.00012116316639741503,0
1,0,1,1,0.625,1,0,0,1,1,1,1,1,1,2,1,3,0.6577114427860695,0.44302446342026314,0
0,0,1,1,0.5416666666666666,1,0,2,0,0,0,0,0,0,2,1,0,0.015920398009950265,0.0964689591507039,0
1,0,0,0,0.06944444444444445,1,0,0,0,0,1,0,1,1,1,1,3,0.5149253731343283,0.0379183014078006,1
1,0,1,1,1.0,1,1,0,1,1,1,1,1,0,2,0,0,0.6373134328358209,0.6688610662358643,0
0,0,1,1,0.8055555555555555,1,1,0,0,1,0,0,1,0,0,1,0,0.48308457711442776,0.45598892222478654,0
0,0,0,0,0.9722222222222222,0,0,0,1,1,1,1,0,0,2,1,0,0.26218905472636816,0.35072120932379414,0
1,0,1,1,0.8472222222222222,1,0,1,0,1,0,1,1,1,1,1,0,0.7980099502487562,0.7069466882067851,0
1,0,0,0,0.027777777777777776,1,0,1,0,0,0,0,0,0,0,0,3,0.5218905472636816,0.012739441495499652,0
0,0,1,1,0.6388888888888888,1,1,2,0,0,0,0,0,0,1,0,3,0.06666666666666665,0.13236787445188095,0
0,0,0,0,0.013888888888888888,1,1,0,0,0,0,0,0,0,0,1,0,0.3154228855721393,0.003594507269789984,1
0,0,1,0,0.3055555555555555,1,0,1,0,0,0,0,0,0,0,1,2,0.5074626865671642,0.17715208862220172,1
0,0,0,0,0.6666666666666666,1,0,1,1,0,1,1,1,1,2,1,1,0.8383084577114427,0.5637491345488115,0
1,0,0,0,0.8888888888888888,1,1,0,0,1,1,1,1,1,2,0,1,0.6796019900497512,0.6477902146318948,0
1,0,1,1,1.0,1,1,2,0,0,0,0,0,0,2,0,0,0.06019900497512437,0.187450957765982,0
0,0,1,1,0.16666666666666666,1,0,0,0,0,1,0,1,0,0,1,1,0.39900497512437816,0.08328525271174705,0
0,1,1,0,0.4722222222222222,1,1,1,0,1,1,0,0,1,0,1,2,0.7562189054726368,0.36911493191783984,1
0,0,1,1,1.0,1,0,0,1,1,1,0,0,1,2,0,1,0.5024875621890547,0.5618970690053081,0
1,0,1,0,0.40277777777777773,1,1,1,0,1,1,0,0,0,0,1,2,0.672139303482587,0.2794195707362105,0
1,0,1,1,0.4583333333333333,1,0,2,0,0,0,0,0,0,1,0,1,0.01840796019900498,0.0694380336948996,0
0,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.020895522388059695,0.00017885991230094612,0
0,0,1,1,0.861111111111111,1,1,1,0,1,1,1,1,1,1,1,2,0.9208955223880596,0.7872317101315486,0
1,0,1,0,0.5694444444444444,1,1,0,0,0,1,0,1,1,1,1,2,0.5447761194029851,0.34414954996538194,1
0,0,0,0,0.8888888888888888,1,1,1,0,0,1,0,1,1,1,1,1,0.8139303482587064,0.7195245788137549,1
0,0,0,0,0.05555555555555555,1,0,1,0,0,1,0,0,1,0,1,1,0.6427860696517412,0.03471036233556428,0
0,0,0,0,0.3333333333333333,1,1,1,1,0,0,1,0,0,0,1,2,0.6577114427860695,0.22146895915070391,0
0,0,1,1,0.19444444444444442,1,0,2,0,0,0,0,0,0,1,0,3,0.012935323383084563,0.03181398569120702,0
1,0,0,1,0.041666666666666664,1,0,2,0,0,0,0,0,0,0,0,3,0.01691542288557213,0.004558042926378952,0
0,1,0,0,0.05555555555555555,1,0,1,0,1,1,0,1,1,0,1,1,0.8114427860696517,0.04893261020078468,1
0,0,0,1,0.25,0,0,0,0,0,0,0,0,1,0,1,2,0.16666666666666663,0.06164320332333256,1
1,0,0,0,0.1111111111111111,1,0,0,0,0,0,0,1,1,0,1,2,0.4776119402985074,0.06088737595199632,0
0,0,0,0,0.4861111111111111,1,1,2,0,0,0,0,0,0,2,0,0,0.05024875621890548,0.08981075467343642,0
0,0,0,0,0.013888888888888888,1,1,1,0,0,0,0,0,0,0,0,2,0.5746268656716418,0.006600507731363951,1
1,0,0,1,0.9166666666666666,1,1,2,0,0,0,0,0,0,2,1,1,0.07014925373134329,0.19097622894068775,0
1,0,0,1,0.1111111111111111,0,0,0,1,0,0,1,0,1,2,1,3,0.2616915422885572,0.03746249711516271,0
0,0,1,0,0.986111111111111,1,1,1,1,0,1,0,1,1,1,1,1,0.854228855721393,0.8531560120009232,0
0,0,1,1,0.5972222222222222,1,1,1,0,0,1,0,0,1,0,1,0,0.7393034825870646,0.463904915762751,0
0,1,0,0,0.027777777777777776,1,1,1,0,0,0,0,1,1,0,1,2,0.7522388059701491,0.01754558042926379,1
1,1,0,0,0.40277777777777773,1,0,1,0,1,1,0,1,1,0,1,0,0.827860696517413,0.3380798522963305,0
0,0,1,0,0.20833333333333331,1,0,1,0,0,1,0,1,0,0,1,2,0.6572139303482587,0.14881144703438728,1
1,0,1,1,0.9027777777777777,1,1,1,1,1,1,1,0,0,2,0,1,0.7592039800995024,0.6992787906762059,0
1,0,0,0,0.4861111111111111,1,1,1,0,0,1,1,1,0,0,0,2,0.7686567164179104,0.3922686360489268,0
1,0,0,0,0.8888888888888888,1,0,1,1,1,0,0,1,1,1,1,1,0.8164179104477611,0.7598661435495039,0
0,0,1,1,0.8055555555555555,0,0,0,0,0,1,1,1,1,2,1,1,0.37064676616915426,0.3632702515578121,0
0,1,0,0,0.25,1,0,0,0,1,0,0,0,0,0,1,1,0.3144278606965174,0.09773251788599124,0
1,0,1,1,0.9305555555555555,1,1,1,0,1,0,0,0,1,0,1,0,0.7094527363184079,0.7332448649896146,0
1,0,1,1,0.875,1,0,2,0,0,0,0,0,0,2,1,3,0.008955223880596996,0.13365451188552965,0
0,0,1,0,0.8333333333333333,1,1,1,0,1,0,0,1,1,0,1,2,0.8114427860696517,0.6885471959381491,0
1,1,0,0,0.125,1,1,1,0,0,0,0,0,1,0,1,1,0.6582089552238807,0.08235633510270021,1
0,0,1,1,0.9722222222222222,1,1,1,1,1,1,1,1,1,2,1,1,0.9432835820895521,0.9058677590583891,0
1,0,1,0,0.20833333333333331,1,1,1,0,0,1,0,1,1,0,1,2,0.8243781094527362,0.17138818370643896,1
0,0,0,1,0.6666666666666666,1,0,2,0,0,0,0,0,0,1,0,3,0.01691542288557213,0.1059196861297023,0
1,0,1,0,0.16666666666666666,1,0,0,0,0,1,1,1,1,0,1,2,0.5562189054726369,0.08338333717978307,0
1,1,1,0,0.986111111111111,1,1,1,1,1,1,1,0,0,1,1,2,0.7338308457711442,0.7577198246018925,0
1,1,0,0,0.611111111111111,1,0,1,0,0,1,0,0,0,0,0,2,0.553233830845771,0.35813524117239787,0
1,0,0,0,0.013888888888888888,1,1,0,0,0,0,0,0,0,0,1,2,0.3203980099502488,0.003652204015693515,1
1,0,1,1,0.625,1,1,2,0,0,0,0,0,0,2,0,3,0.061691542288557194,0.12340756981306256,0
0,0,0,0,0.3194444444444444,1,1,2,0,0,0,0,0,0,1,0,1,0.06517412935323383,0.06883798753750289,0
0,0,1,0,0.5972222222222222,1,1,0,0,0,0,1,1,0,1,1,0,0.46368159203980097,0.33341795522732515,0
1,0,0,0,0.4861111111111111,1,0,2,0,0,0,0,0,0,0,0,0,0.02487562189054726,0.08321024694207248,0
1,0,1,0,0.125,1,0,0,1,1,0,1,1,0,0,1,3,0.5044776119402985,0.06635702746365106,0
1,0,0,0,0.16666666666666666,1,1,1,0,0,0,1,1,1,0,1,3,0.8129353233830846,0.1285425801984768,1
0,1,1,0,0.9027777777777777,1,1,1,1,1,1,0,1,1,0,1,1,0.9069651741293533,0.8318312947149781,0
0,0,0,0,0.027777777777777776,1,1,1,0,0,1,0,1,0,0,1,2,0.7278606965174129,0.02017078236787445,1
1,0,0,0,0.375,1,1,0,0,0,0,0,0,0,0,0,3,0.30597014925373134,0.14684398799907686,0
0,0,0,0,0.5555555555555556,1,0,0,0,0,1,0,0,0,1,1,3,0.31840796019900497,0.2313351027002077,0
0,1,0,0,0.06944444444444445,1,0,1,0,0,1,0,0,0,0,1,1,0.5701492537313433,0.03817793676436649,1
1,0,1,1,0.1111111111111111,1,0,2,0,0,0,0,0,0,1,0,1,0.01641791044776117,0.015595430417724439,0
0,1,1,0,0.8055555555555555,1,1,1,0,1,0,0,1,1,1,1,0,0.7915422885572139,0.6277405954304177,0
0,0,1,1,0.7222222222222222,1,0,1,1,0,1,0,1,1,1,0,2,0.8164179104477611,0.6030060004615739,0
1,0,1,0,0.041666666666666664,1,0,0,0,0,1,1,0,0,0,1,3,0.37363184079601985,0.015664666512808678,0
1,0,0,1,0.5694444444444444,1,0,1,1,1,1,1,1,1,2,1,2,0.9243781094527362,0.517926378952227,0
1,0,0,0,0.2777777777777778,1,1,1,0,0,0,1,1,1,0,1,3,0.7990049751243781,0.23230440803138705,0
1,0,0,1,0.013888888888888888,1,1,0,0,0,0,0,0,0,0,1,2,0.31641791044776113,0.0036060466189706897,0
1,0,0,1,0.05555555555555555,1,1,1,0,0,0,1,0,0,0,0,1,0.6223880597014925,0.03619316870528502,1
1,0,0,0,0.3194444444444444,1,0,2,0,0,0,0,0,0,0,0,2,0.025870646766169153,0.05251557812139396,0
0,1,0,0,0.08333333333333333,1,0,2,0,0,0,0,0,0,0,0,0,0.01243781094527363,0.010154627279021462,0
1,0,1,1,0.1111111111111111,1,0,2,0,0,0,0,0,0,0,1,3,0.010945273631840807,0.015439649203784905,0
1,0,0,0,0.25,1,1,0,1,0,1,0,1,0,0,0,3,0.5099502487562189,0.13623355642741752,0
1,1,0,0,0.7222222222222222,0,0,0,1,0,0,0,1,1,0,1,1,0.3039800995024875,0.2926667435956612,0
1,0,0,0,0.4305555555555555,1,0,1,0,1,0,0,1,1,0,1,2,0.7587064676616915,0.34161089314562654,0
1,0,1,1,0.40277777777777773,1,0,2,0,0,0,0,0,0,0,1,3,0.023880597014925342,0.07339603046388185,0
0,0,1,0,0.5,1,1,1,1,1,1,1,0,1,2,1,1,0.8736318407960199,0.44029540733902606,0
0,0,1,0,0.2222222222222222,1,1,1,0,1,0,0,1,1,0,1,2,0.8134328358208955,0.17493076390491577,1
1,0,1,0,0.5833333333333333,1,1,1,0,0,1,1,1,1,1,1,2,0.8960199004975123,0.527042464804985,0
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,2,0.02288557213930348,0.00020193861066235838,1
0,0,0,0,0.8333333333333333,1,0,1,0,1,1,0,1,1,2,1,2,0.8099502487562189,0.6833891068543735,0
1,0,0,0,0.06944444444444445,1,1,1,0,1,1,0,0,0,0,1,2,0.6671641791044776,0.04677475190399261,1
1,0,1,0,0.3055555555555555,1,1,1,1,0,0,1,1,0,0,0,1,0.772636815920398,0.2557292868682206,0
1,0,1,0,0.5,1,0,2,0,0,0,0,0,0,1,0,3,0.01741293532338306,0.07476921301638588,0
0,0,0,0,0.05555555555555555,1,0,1,0,0,0,0,0,0,0,0,2,0.518905472636816,0.03025617355181168,1
1,0,0,0,0.125,1,0,0,1,0,0,1,0,1,0,0,3,0.46467661691542295,0.061043157165935835,0
1,0,1,1,0.013888888888888888,1,0,1,0,1,0,0,0,0,0,0,1,0.5606965174129352,0.006438956842834063,0
1,0,1,1,0.16666666666666666,1,0,0,1,0,0,0,0,0,0,1,2,0.3079601990049751,0.06373759519963074,0
0,0,0,0,0.3194444444444444,1,1,0,0,0,0,1,1,1,1,1,3,0.5522388059701492,0.2005308100623125,0
1,0,0,0,0.861111111111111,1,1,1,1,1,0,0,0,1,1,1,0,0.7368159203980099,0.6592026309716131,0
1,0,0,0,0.5138888888888888,1,1,1,0,0,0,1,1,1,0,0,0,0.8014925373134327,0.3988864528040619,1
0,0,0,0,0.1111111111111111,1,0,2,0,0,0,0,0,0,0,0,3,0.009452736318407956,0.01593007154396492,0
1,0,1,0,0.4305555555555555,1,1,1,0,0,1,0,1,0,0,0,1,0.700497512437811,0.30745441957073616,0
1,0,1,1,0.18055555555555555,1,1,1,0,0,0,0,0,0,0,1,1,0.5587064676616916,0.10130971613201016,1
0,0,0,0,0.3333333333333333,1,1,1,0,0,1,0,1,1,0,1,2,0.8009950248756219,0.2756173551811678,1
1,0,1,1,0.625,1,1,1,0,1,1,0,0,1,0,1,0,0.7731343283582089,0.5120990076159704,0
0,1,1,0,0.9583333333333333,1,1,1,0,1,0,1,1,1,2,0,1,0.8671641791044776,0.8054638818370644,0
1,0,0,0,0.027777777777777776,1,0,2,0,0,0,0,0,0,0,0,3,0.019900497512437804,0.0020770828525271167,0
1,0,1,1,0.8472222222222222,1,1,1,1,1,0,0,1,1,1,1,2,0.873134328358209,0.7533925686591276,1
1,0,0,0,0.5694444444444444,1,1,1,0,1,1,0,1,1,0,1,2,0.8601990049751244,0.4993768751442418,1
0,0,0,0,0.611111111111111,0,0,0,0,0,1,0,1,1,1,1,2,0.30646766169154227,0.25919686129702285,0
1,0,0,0,0.5416666666666666,0,0,0,0,0,1,1,0,0,1,0,3,0.17213930348258705,0.14889799215324256,0
1,0,1,1,1.0,0,0,0,1,1,1,1,1,1,2,1,1,0.46616915422885563,0.5464458804523425,0
0,1,0,0,0.18055555555555555,1,0,1,0,0,1,0,1,1,0,1,2,0.7820895522388059,0.14040503115624278,0
0,0,1,1,0.7083333333333333,1,0,0,1,1,0,1,0,1,1,1,1,0.5124378109452736,0.4089199169166859,0
0,1,1,0,0.986111111111111,1,0,1,0,1,1,0,1,1,2,1,2,0.8054726368159204,0.8302504038772214,0
1,1,0,0,0.3055555555555555,1,1,1,0,0,0,0,1,1,0,1,2,0.7805970149253731,0.23818947611354718,1
0,0,0,0,0.027777777777777776,1,0,0,0,1,0,1,0,0,0,1,1,0.36616915422885565,0.009687283637202861,1
0,0,0,0,0.7777777777777777,1,1,1,0,1,1,0,1,1,1,1,2,0.8810945273631839,0.6803138702977152,0
1,0,0,0,0.013888888888888888,1,0,0,1,0,0,0,0,0,0,0,3,0.32835820895522383,0.003744518809139164,0
0,0,1,1,0.3194444444444444,1,0,0,1,1,0,1,0,0,1,1,3,0.39303482587064675,0.14586314331871683,0
0,1,1,0,0.9166666666666666,1,1,0,0,1,1,0,1,0,1,1,0,0.5233830845771144,0.5446630510039234,0
0,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.012935323383084563,8.654511885529664e-05,0
1,1,0,0,0.2638888888888889,1,1,1,0,1,0,0,1,0,0,1,2,0.6960199004975124,0.2027463651050081,1
1,0,0,0,0.15277777777777776,1,0,1,1,0,1,0,0,0,0,1,0,0.6094527363184079,0.08964343411031618,0
0,0,1,1,0.1111111111111111,1,0,2,0,0,0,0,0,0,1,1,3,0.014925373134328346,0.014562658666051234,1
0,0,1,1,0.7222222222222222,1,1,1,1,1,1,0,0,1,0,0,0,0.7950248756218906,0.5740364643434109,0
1,0,0,0,0.041666666666666664,1,0,2,0,0,0,0,0,0,0,1,2,0.019900497512437804,0.004921532425571198,0
0,0,1,1,0.7083333333333333,1,0,1,1,1,0,0,0,0,0,1,0,0.6059701492537314,0.4615451188552966,0
1,1,0,0,0.20833333333333331,1,1,1,0,0,0,0,0,0,0,0,2,0.5711442786069653,0.130146549734595,1
1,1,1,0,0.8888888888888888,1,1,1,0,1,1,0,0,1,0,1,2,0.7562189054726368,0.6995845834294946,0
0,0,0,0,0.5138888888888888,0,0,0,0,0,1,0,0,1,0,1,1,0.218407960199005,0.168480267712901,0
1,0,0,0,0.18055555555555555,1,0,2,0,0,0,0,0,0,2,0,3,0.01691542288557213,0.02594622663281791,0
1,0,1,0,0.6805555555555555,1,1,0,1,0,0,0,0,0,1,1,2,0.36915422885572136,0.30177129009923837,0
0,1,0,0,0.625,1,1,1,0,0,1,0,1,1,1,1,0,0.8348258706467663,0.5442591737825987,0
0,0,0,0,0.25,1,0,1,0,0,0,0,0,0,0,1,2,0.5258706467661691,0.14181283175628895,0
1,1,0,0,0.013888888888888888,1,1,1,0,0,0,0,0,0,0,1,2,0.5616915422885572,0.006450496192014771,1
1,0,1,0,0.9444444444444444,0,0,0,1,0,1,0,1,1,2,1,0,0.3567164179104477,0.4356912070159243,0
1,0,0,0,0.75,1,0,2,0,0,0,0,0,0,2,0,1,0.013930348258706454,0.11422801753981077,0
0,1,1,1,0.3194444444444444,1,0,1,0,1,1,0,0,1,0,1,0,0.6985074626865672,0.24368220632356338,0
1,0,0,0,0.2361111111111111,1,0,1,0,0,1,0,0,0,0,1,2,0.5810945273631841,0.14940572351719364,1
1,0,1,0,0.986111111111111,1,1,0,1,1,1,1,0,1,2,0,1,0.618407960199005,0.6587064389568428,0
0,0,1,1,0.9305555555555555,1,0,2,0,0,0,0,0,0,2,1,0,0.009950248756218888,0.1562543272559428,0
0,0,1,1,0.19444444444444442,1,1,1,0,0,0,0,1,0,0,1,2,0.6621890547263681,0.1367528271405493,0
0,1,0,0,0.013888888888888888,0,0,0,0,0,0,0,0,0,0,1,3,0.07512437810945272,0.0008077544426494344,1
0,0,0,1,0.875,1,0,2,0,0,0,0,0,0,2,0,1,0.01243781094527363,0.13804523424878837,0
0,0,0,0,0.5694444444444444,1,1,0,0,0,1,1,0,1,1,1,2,0.5009950248756219,0.3298234479575352,0
0,0,1,0,0.2361111111111111,1,1,1,0,0,0,0,1,1,0,0,2,0.7398009950248755,0.1801177013616432,0
1,0,1,0,0.7777777777777777,1,1,1,1,0,0,0,1,1,1,1,2,0.8189054726368158,0.6342199399953843,0
0,0,0,0,0.06944444444444445,1,0,2,0,0,0,0,0,0,0,0,1,0.02288557213930348,0.008919916916685897,0
0,0,0,0,0.027777777777777776,0,0,0,1,1,0,0,0,1,0,1,2,0.24228855721393033,0.006185091160858529,1
0,0,1,0,0.041666666666666664,1,0,2,0,0,0,0,0,0,0,1,3,0.013432835820895522,0.004206092776367413,0
1,0,0,0,0.5138888888888888,1,1,0,1,1,1,1,0,0,1,0,2,0.4895522388059702,0.27977152088622204,0
0,0,0,0,0.40277777777777773,1,0,0,1,1,1,0,0,1,0,1,0,0.5034825870646765,0.2252134779598431,1
1,0,0,0,0.1111111111111111,1,0,0,0,0,0,0,0,0,0,0,3,0.25174129353233826,0.036533579506115854,0
0,0,0,0,0.875,1,1,1,0,1,1,1,1,1,0,1,1,0.9114427860696516,0.8059254558042926,0
0,0,1,1,0.09722222222222221,1,0,2,0,0,0,0,0,0,0,0,3,0.023880597014925342,0.01617239787675975,0
0,0,0,0,0.041666666666666664,1,0,1,0,1,0,0,1,1,0,0,2,0.7676616915422886,0.031658204477267485,0
1,0,1,1,1.0,1,0,2,0,0,0,0,0,0,2,0,0,0.027363184079601977,0.17019963074082622,0
0,0,0,0,0.2638888888888889,1,0,0,0,0,0,0,0,1,0,1,2,0.3776119402985074,0.12400184629586894,0
0,0,1,0,0.8194444444444444,1,0,2,0,0,0,0,0,0,2,0,0,0.0014925373134328235,0.11989960766212786,0
1,0,1,1,0.027777777777777776,1,0,1,0,0,1,1,0,1,0,0,1,0.7139303482587065,0.019761135471959384,1
0,0,1,1,0.4861111111111111,1,1,2,0,0,0,0,0,0,0,1,2,0.07462686567164178,0.09967112854834988,0
1,0,0,0,0.19444444444444442,1,0,2,0,0,0,0,0,0,0,0,1,0.013432835820895522,0.03249480729286868,0
0,0,0,0,0.19444444444444442,1,0,1,0,0,1,0,0,0,0,0,2,0.5681592039800994,0.11621855527348258,1
0,0,1,1,0.9583333333333333,1,0,2,0,0,0,0,0,0,2,0,1,0.015422885572139305,0.16364528040618512,0
1,1,1,0,0.09722222222222221,1,1,0,1,1,0,1,0,0,0,0,2,0.45721393034825875,0.052642510962381726,0
1,0,1,1,0.9583333333333333,1,0,0,1,1,1,1,1,0,2,1,0,0.572139303482587,0.6195880452342487,0
0,0,1,1,1.0,1,1,0,0,1,0,1,1,1,2,1,2,0.6039800995024875,0.659052619432264,0
1,0,0,0,0.1111111111111111,1,1,1,0,1,0,0,1,1,0,0,2,0.8218905472636816,0.09240133856450497,1
0,0,1,1,0.05555555555555555,1,0,0,1,0,0,0,0,0,0,0,2,0.3189054726368159,0.02288252942534041,0
1,0,1,1,0.875,1,0,1,0,1,1,0,0,0,0,1,1,0.617412935323383,0.5628375259635356,0
1,0,0,0,1.0,1,0,2,0,0,0,0,0,0,2,0,0,0.015920398009950265,0.16331640895453498,0
0,0,0,0,0.6388888888888888,1,0,2,0,0,0,0,0,0,2,1,2,0.028358208955223896,0.10596584352642512,0
0,0,1,0,0.06944444444444445,1,0,1,0,0,0,0,0,0,0,0,2,0.5144278606965175,0.03592776367412878,1
